InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV924566,SC61684,COTTON TOTE BAG,14,2023-05-29,1.0,CUST0269,Japan
INV186554,SC72371,VINTAGE LAMP,5,2023-06-22,3.75,CUST0269,Japan
INV189211,SC62235,SILK CUSHION,13,2023-05-15,2.25,CUST0270,Japan
INV604283,SC83308,PAPER NOTEBOOK,5,2023-03-11,0.85,CUST0271,Italy
INV783932,SC84885,COTTON TOTE BAG,16,2023-07-22,1.0,CUST0271,Italy
INV871403,SC78714,COTTON TOTE BAG,18,2023-11-12,1.0,CUST0271,Italy
INV379190,SC66369,COTTON TOTE BAG,8,2023-02-06,1.0,CUST0271,Italy
INV217996,SC98047,GLASS VASE,19,2023-02-15,1.5,CUST0271,Italy
INV465227,SC34967,METAL KEYCHAIN,14,2023-07-07,0.5,CUST0271,Italy
INV787247,SC13172,GLASS VASE,12,2023-11-01,1.5,CUST0271,Italy
INV753453,SC29112,GLASS VASE,20,2023-08-15,1.5,CUST0272,Australia
INV309385,SC99831,LEATHER WALLET,2,2023-04-30,5.0,CUST0272,Australia
INV217830,SC17148,GLASS VASE,5,2023-02-13,1.5,CUST0272,Australia
INV459946,SC24585,CERAMIC PLANT POT,10,2023-01-08,2.0,CUST0273,India
INV123853,SC53499,WOODEN PHOTO FRAME,15,2023-08-30,2.0,CUST0273,India
INV313701,SC81620,COTTON TOTE BAG,18,2023-04-19,1.0,CUST0273,India
INV865380,SC28526,SILK CUSHION,16,2023-11-15,2.25,CUST0274,Italy
INV711324,SC96969,WICKER BASKET,1,2023-07-12,3.0,CUST0274,Italy
INV278593,SC17878,SILK CUSHION,2,2023-05-11,2.25,CUST0274,Italy
INV747983,SC45557,WOODEN PHOTO FRAME,7,2023-12-23,2.0,CUST0274,Italy
INV108739,SC18729,RED WOOL SCARF,15,2023-12-02,2.5,CUST0274,Italy
INV120005,SC48337,ENAMEL PIN SET,12,2023-02-25,0.75,CUST0275,Canada
INV499194,SC76655,CERAMIC PLANT POT,13,2023-04-29,2.0,CUST0275,Canada
INV608205,SC88263,WICKER BASKET,4,2023-06-11,3.0,CUST0275,Canada
INV308535,SC75621,SILK CUSHION,3,2023-04-06,2.25,CUST0275,Canada
INV122532,SC15210,LEATHER WALLET,18,2023-12-31,5.0,CUST0275,Canada
INV880550,SC30578,GLASS VASE,16,2023-07-21,1.5,CUST0276,India
INV469007,SC56580,RED WOOL SCARF,12,2023-12-17,2.5,CUST0276,India
INV625600,SC46159,ENAMEL PIN SET,10,2023-05-01,0.75,CUST0276,India
INV370196,SC60747,PAPER NOTEBOOK,2,2023-11-17,0.85,CUST0276,India
INV393804,SC39567,KNITTED BLANKET,1,2023-10-12,4.5,CUST0276,India
INV243928,SC21507,KNITTED BLANKET,13,2023-12-03,4.5,CUST0277,France
INV810929,SC90274,WICKER BASKET,13,2023-09-24,3.0,CUST0277,France
INV352036,SC85090,CERAMIC PLANT POT,8,2023-08-02,2.0,CUST0277,France
INV734775,SC53160,VINTAGE LAMP,14,2023-06-09,3.75,CUST0277,France
INV316800,SC95520,LEATHER WALLET,18,2023-03-09,5.0,CUST0277,France
INV817276,SC36517,VINTAGE LAMP,19,2023-10-05,3.75,CUST0277,France
INV550955,SC29025,WICKER BASKET,17,2023-03-11,3.0,CUST0278,France
INV432918,SC18888,ENAMEL PIN SET,19,2023-03-22,0.75,CUST0278,France
INV293079,SC51628,SILK CUSHION,18,2023-03-02,2.25,CUST0278,France
INV902616,SC51771,CERAMIC PLANT POT,5,2023-01-16,2.0,CUST0278,France
INV418083,SC68065,KNITTED BLANKET,14,2023-07-30,4.5,CUST0278,France
INV237935,SC34215,PAPER NOTEBOOK,7,2023-02-24,0.85,CUST0279,Australia
INV379825,SC89377,RED WOOL SCARF,20,2023-11-12,2.5,CUST0279,Australia
INV725329,SC40432,BAMBOO CUTTING BOARD,20,2023-04-29,1.75,CUST0279,Australia
INV917707,SC72469,GLASS VASE,3,2023-12-19,1.5,CUST0280,India
INV993522,SC60785,WICKER BASKET,12,2023-04-05,3.0,CUST0281,France
INV271742,SC35330,LEATHER WALLET,16,2023-03-12,5.0,CUST0281,France
INV901677,SC11967,COTTON TOTE BAG,2,2023-07-29,1.0,CUST0281,France
INV333365,SC97993,KNITTED BLANKET,9,2023-07-31,4.5,CUST0281,France
INV285679,SC67577,COTTON TOTE BAG,7,2023-02-03,1.0,CUST0281,France
INV821276,SC52584,CERAMIC PLANT POT,20,2023-09-08,2.0,CUST0281,France
INV548324,SC63066,CERAMIC PLANT POT,15,2023-05-07,2.0,CUST0281,France
INV871051,SC59856,PAPER NOTEBOOK,2,2023-11-08,0.85,CUST0281,France
INV662203,SC78843,BAMBOO CUTTING BOARD,19,2023-11-01,1.75,CUST0282,USA
INV214626,SC69193,ENAMEL PIN SET,2,2023-09-24,0.75,CUST0282,USA
INV643899,SC80499,LEATHER WALLET,2,2023-05-06,5.0,CUST0282,USA
INV506216,SC77649,METAL KEYCHAIN,2,2023-10-13,0.5,CUST0282,USA
INV405323,SC67613,PAPER NOTEBOOK,2,2023-04-08,0.85,CUST0282,USA
INV583757,SC31821,METAL KEYCHAIN,10,2023-05-27,0.5,CUST0282,USA
INV157196,SC77760,METAL KEYCHAIN,10,2023-11-10,0.5,CUST0282,USA
INV857750,SC75622,CERAMIC PLANT POT,15,2023-02-16,2.0,CUST0283,France
INV829928,SC81618,BLUE CERAMIC MUG,6,2023-10-27,1.25,CUST0283,France
INV439173,SC69098,VINTAGE LAMP,13,2023-07-31,3.75,CUST0283,France
INV718990,SC36467,RED WOOL SCARF,6,2023-08-21,2.5,CUST0283,France
INV362230,SC52477,KNITTED BLANKET,15,2023-02-16,4.5,CUST0283,France
INV195620,SC24963,WICKER BASKET,6,2023-03-05,3.0,CUST0283,France
INV480573,SC21181,WICKER BASKET,15,2023-11-21,3.0,CUST0283,France
INV741804,SC30958,SILK CUSHION,13,2023-09-19,2.25,CUST0283,France
INV692960,SC96445,RED WOOL SCARF,6,2023-06-21,2.5,CUST0284,Canada
INV251631,SC33444,CERAMIC PLANT POT,5,2023-03-25,2.0,CUST0284,Canada
INV423026,SC50569,PAPER NOTEBOOK,2,2023-08-03,0.85,CUST0284,Canada
INV756883,SC33684,WICKER BASKET,15,2023-05-28,3.0,CUST0284,Canada
INV103704,SC91600,BLUE CERAMIC MUG,5,2023-04-14,1.25,CUST0284,Canada
INV580921,SC75225,PAPER NOTEBOOK,9,2023-01-07,0.85,CUST0284,Canada
INV946677,SC10753,CERAMIC PLANT POT,16,2023-10-06,2.0,CUST0284,Canada
INV791505,SC72352,COTTON TOTE BAG,7,2023-10-29,1.0,CUST0285,Japan
INV183262,SC88802,LEATHER WALLET,14,2023-08-15,5.0,CUST0285,Japan
INV673929,SC46452,BAMBOO CUTTING BOARD,1,2023-05-06,1.75,CUST0285,Japan
INV151295,SC34227,BAMBOO CUTTING BOARD,18,2023-04-17,1.75,CUST0285,Japan
INV465973,SC14813,VINTAGE LAMP,2,2023-12-01,3.75,CUST0285,Japan
INV706174,SC89073,VINTAGE LAMP,2,2023-12-08,3.75,CUST0285,Japan
INV151413,SC24272,WOODEN PHOTO FRAME,11,2023-02-14,2.0,CUST0285,Japan
INV804737,SC47274,METAL KEYCHAIN,6,2023-03-24,0.5,CUST0285,Japan
INV137581,SC22206,LEATHER WALLET,19,2023-07-04,5.0,CUST0286,Japan
INV486473,SC59668,PAPER NOTEBOOK,10,2023-06-15,0.85,CUST0286,Japan
INV984274,SC82151,CERAMIC PLANT POT,3,2023-08-07,2.0,CUST0286,Japan
INV828361,SC45968,LEATHER WALLET,5,2023-03-04,5.0,CUST0287,Germany
INV650131,SC37504,GLASS VASE,17,2023-07-31,1.5,CUST0287,Germany
INV161010,SC24326,WICKER BASKET,7,2023-11-10,3.0,CUST0287,Germany
INV607157,SC89269,BAMBOO CUTTING BOARD,17,2023-02-14,1.75,CUST0287,Germany
INV738419,SC51482,KNITTED BLANKET,10,2023-08-07,4.5,CUST0287,Germany
INV689964,SC75063,KNITTED BLANKET,5,2023-11-11,4.5,CUST0288,Australia
INV947228,SC33580,SILK CUSHION,16,2023-09-10,2.25,CUST0288,Australia
INV843007,SC48074,KNITTED BLANKET,20,2023-04-30,4.5,CUST0288,Australia
INV125151,SC70933,COTTON TOTE BAG,1,2023-03-02,1.0,CUST0288,Australia
INV938403,SC90649,ENAMEL PIN SET,4,2023-04-17,0.75,CUST0288,Australia
INV450006,SC55829,METAL KEYCHAIN,14,2023-01-24,0.5,CUST0288,Australia
INV395307,SC43347,RED WOOL SCARF,7,2023-12-20,2.5,CUST0289,Italy
INV414870,SC76412,PAPER NOTEBOOK,3,2023-06-07,0.85,CUST0289,Italy
INV219366,SC99893,SILK CUSHION,11,2023-01-04,2.25,CUST0289,Italy
INV859584,SC84569,GLASS VASE,11,2023-07-22,1.5,CUST0289,Italy
INV446569,SC54294,CERAMIC PLANT POT,6,2023-04-10,2.0,CUST0290,Japan
INV242348,SC73110,PAPER NOTEBOOK,2,2023-11-27,0.85,CUST0291,Spain
INV451387,SC70616,VINTAGE LAMP,15,2023-10-02,3.75,CUST0291,Spain
INV975671,SC78298,PAPER NOTEBOOK,14,2023-01-29,0.85,CUST0291,Spain
INV430828,SC82768,WOODEN PHOTO FRAME,19,2023-12-14,2.0,CUST0291,Spain
INV705445,SC99848,SILK CUSHION,1,2023-04-17,2.25,CUST0291,Spain
INV256557,SC46760,GLASS VASE,12,2023-02-03,1.5,CUST0291,Spain
INV493468,SC92118,CERAMIC PLANT POT,1,2023-06-23,2.0,CUST0291,Spain
INV735111,SC61061,SILK CUSHION,6,2023-10-20,2.25,CUST0291,Spain
INV999488,SC51222,CERAMIC PLANT POT,10,2023-12-28,2.0,CUST0292,France
INV533973,SC21376,WICKER BASKET,2,2023-05-20,3.0,CUST0292,France
INV326639,SC78825,GLASS VASE,15,2023-06-04,1.5,CUST0293,Spain
INV492393,SC14901,WOODEN PHOTO FRAME,6,2023-02-27,2.0,CUST0293,Spain
INV565330,SC76321,PAPER NOTEBOOK,7,2023-02-17,0.85,CUST0293,Spain
INV261562,SC34931,RED WOOL SCARF,16,2023-09-14,2.5,CUST0293,Spain
INV913205,SC52904,WICKER BASKET,17,2023-06-08,3.0,CUST0294,USA
INV809589,SC27395,VINTAGE LAMP,4,2023-09-22,3.75,CUST0294,USA
INV506415,SC78464,COTTON TOTE BAG,2,2023-08-24,1.0,CUST0294,USA
INV146168,SC87894,BLUE CERAMIC MUG,1,2023-06-09,1.25,CUST0294,USA
INV589554,SC16047,CERAMIC PLANT POT,3,2023-06-20,2.0,CUST0294,USA
INV881770,SC50957,BLUE CERAMIC MUG,17,2023-12-04,1.25,CUST0294,USA
INV769883,SC37504,RED WOOL SCARF,19,2023-06-09,2.5,CUST0294,USA
INV400487,SC46261,GLASS VASE,7,2023-04-09,1.5,CUST0294,USA
INV223365,SC45737,PAPER NOTEBOOK,15,2023-12-10,0.85,CUST0295,Italy
INV220020,SC11999,VINTAGE LAMP,6,2023-05-21,3.75,CUST0295,Italy
INV207348,SC37076,BAMBOO CUTTING BOARD,18,2023-09-21,1.75,CUST0295,Italy
INV433955,SC45527,SILK CUSHION,12,2023-10-09,2.25,CUST0295,Italy
INV356717,SC32449,VINTAGE LAMP,10,2023-10-21,3.75,CUST0295,Italy
INV455193,SC80854,BLUE CERAMIC MUG,10,2023-11-10,1.25,CUST0295,Italy
INV808308,SC16613,VINTAGE LAMP,1,2023-08-30,3.75,CUST0296,Spain
INV510954,SC33459,RED WOOL SCARF,3,2023-08-07,2.5,CUST0297,Germany
INV760047,SC68436,WICKER BASKET,20,2023-10-31,3.0,CUST0297,Germany
INV448475,SC35971,BAMBOO CUTTING BOARD,12,2023-06-09,1.75,CUST0297,Germany
INV892453,SC71039,WICKER BASKET,18,2023-02-10,3.0,CUST0297,Germany
INV952336,SC71377,BAMBOO CUTTING BOARD,5,2023-02-17,1.75,CUST0297,Germany
INV817727,SC94465,BLUE CERAMIC MUG,15,2023-06-08,1.25,CUST0297,Germany
INV342948,SC39333,WICKER BASKET,15,2023-08-29,3.0,CUST0297,Germany
INV292259,SC97186,KNITTED BLANKET,12,2023-07-20,4.5,CUST0298,France
INV611187,SC13966,GLASS VASE,11,2023-08-21,1.5,CUST0298,France
INV468512,SC72737,BLUE CERAMIC MUG,16,2023-02-27,1.25,CUST0298,France
INV905245,SC55693,LEATHER WALLET,6,2023-05-25,5.0,CUST0298,France
INV632623,SC23491,BAMBOO CUTTING BOARD,19,2023-03-07,1.75,CUST0298,France
INV174369,SC49599,GLASS VASE,18,2023-11-29,1.5,CUST0299,Canada
INV719221,SC64190,SILK CUSHION,15,2023-07-25,2.25,CUST0299,Canada
INV502460,SC18658,SILK CUSHION,6,2023-09-04,2.25,CUST0300,India
INV719677,SC66511,GLASS VASE,7,2023-12-22,1.5,CUST0300,India
INV925571,SC54852,PAPER NOTEBOOK,14,2023-10-18,0.85,CUST0300,India
INV794799,SC97766,SILK CUSHION,8,2023-03-30,2.25,CUST0300,India
INV585394,SC52647,BLUE CERAMIC MUG,19,2023-11-02,1.25,CUST0301,Germany
INV284731,SC50374,SILK CUSHION,4,2023-08-16,2.25,CUST0301,Germany
INV214027,SC99850,METAL KEYCHAIN,3,2023-11-03,0.5,CUST0301,Germany
INV443312,SC74788,CERAMIC PLANT POT,20,2023-07-14,2.0,CUST0301,Germany
INV328182,SC28208,ENAMEL PIN SET,2,2023-02-16,0.75,CUST0301,Germany
INV949178,SC10024,KNITTED BLANKET,19,2023-11-22,4.5,CUST0301,Germany
INV256464,SC69372,PAPER NOTEBOOK,5,2023-12-05,0.85,CUST0301,Germany
INV745474,SC85750,SILK CUSHION,10,2023-07-19,2.25,CUST0301,Germany
INV697978,SC99071,COTTON TOTE BAG,11,2023-06-03,1.0,CUST0302,Spain
INV193624,SC86379,WOODEN PHOTO FRAME,14,2023-06-26,2.0,CUST0302,Spain
INV523831,SC26718,RED WOOL SCARF,20,2023-09-19,2.5,CUST0302,Spain
INV487158,SC81943,CERAMIC PLANT POT,10,2023-02-01,2.0,CUST0302,Spain
INV215027,SC46989,WICKER BASKET,18,2023-07-03,3.0,CUST0303,United Kingdom
INV755584,SC51697,METAL KEYCHAIN,19,2023-07-21,0.5,CUST0304,United Kingdom
INV500099,SC67041,WICKER BASKET,13,2023-07-27,3.0,CUST0304,United Kingdom
INV281833,SC72242,SILK CUSHION,7,2023-12-06,2.25,CUST0304,United Kingdom
INV503277,SC57223,VINTAGE LAMP,7,2023-10-12,3.75,CUST0304,United Kingdom
INV112166,SC19403,WOODEN PHOTO FRAME,5,2023-03-10,2.0,CUST0305,Canada
INV856379,SC73792,ENAMEL PIN SET,1,2023-03-15,0.75,CUST0305,Canada
INV188776,SC27985,ENAMEL PIN SET,14,2023-03-11,0.75,CUST0305,Canada
INV753523,SC33566,KNITTED BLANKET,20,2023-08-06,4.5,CUST0306,Canada
INV678866,SC68988,LEATHER WALLET,17,2023-08-06,5.0,CUST0306,Canada
INV294816,SC65675,METAL KEYCHAIN,12,2023-04-26,0.5,CUST0306,Canada
INV622355,SC41031,BAMBOO CUTTING BOARD,1,2023-10-23,1.75,CUST0306,Canada
INV530794,SC81587,WICKER BASKET,17,2023-05-18,3.0,CUST0306,Canada
INV139704,SC84468,BAMBOO CUTTING BOARD,12,2023-01-18,1.75,CUST0306,Canada
INV708455,SC73115,LEATHER WALLET,12,2023-02-27,5.0,CUST0306,Canada
INV865654,SC78997,WICKER BASKET,3,2023-03-14,3.0,CUST0306,Canada
INV739705,SC21592,SILK CUSHION,3,2023-09-25,2.25,CUST0307,Australia
INV877714,SC96997,COTTON TOTE BAG,16,2023-11-19,1.0,CUST0307,Australia
INV764469,SC80673,ENAMEL PIN SET,3,2023-12-17,0.75,CUST0307,Australia
INV742818,SC16917,PAPER NOTEBOOK,19,2023-06-09,0.85,CUST0307,Australia
INV916344,SC11413,KNITTED BLANKET,11,2023-10-01,4.5,CUST0307,Australia
INV592025,SC85230,LEATHER WALLET,15,2023-09-20,5.0,CUST0307,Australia
INV470057,SC48616,WICKER BASKET,11,2023-08-04,3.0,CUST0307,Australia
INV828813,SC88333,WOODEN PHOTO FRAME,6,2023-01-19,2.0,CUST0307,Australia
INV277292,SC85085,RED WOOL SCARF,16,2023-10-24,2.5,CUST0308,Australia
INV128624,SC47593,RED WOOL SCARF,10,2023-11-16,2.5,CUST0308,Australia
INV630155,SC20074,LEATHER WALLET,3,2023-03-06,5.0,CUST0308,Australia
INV238976,SC90713,CERAMIC PLANT POT,9,2023-05-10,2.0,CUST0308,Australia
INV114892,SC24621,WOODEN PHOTO FRAME,9,2023-05-12,2.0,CUST0308,Australia
INV791174,SC68543,KNITTED BLANKET,19,2023-03-19,4.5,CUST0309,Japan
INV920539,SC40958,GLASS VASE,6,2023-05-14,1.5,CUST0309,Japan
INV134697,SC54937,LEATHER WALLET,6,2023-09-28,5.0,CUST0309,Japan
INV889327,SC64125,BAMBOO CUTTING BOARD,5,2023-09-11,1.75,CUST0310,Germany
INV792759,SC67695,PAPER NOTEBOOK,13,2023-05-02,0.85,CUST0310,Germany
INV705822,SC55229,WICKER BASKET,6,2023-04-18,3.0,CUST0310,Germany
INV275741,SC70819,PAPER NOTEBOOK,4,2023-01-27,0.85,CUST0311,United Kingdom
INV599401,SC79798,METAL KEYCHAIN,16,2023-06-04,0.5,CUST0311,United Kingdom
INV839883,SC61127,COTTON TOTE BAG,13,2023-12-16,1.0,CUST0311,United Kingdom
INV656208,SC66981,LEATHER WALLET,9,2023-03-16,5.0,CUST0311,United Kingdom
INV500560,SC98931,RED WOOL SCARF,10,2023-08-18,2.5,CUST0311,United Kingdom
INV471015,SC66595,BLUE CERAMIC MUG,18,2023-11-23,1.25,CUST0312,USA
INV941289,SC22881,GLASS VASE,9,2023-05-17,1.5,CUST0313,Japan
INV583507,SC98511,WOODEN PHOTO FRAME,19,2023-07-20,2.0,CUST0313,Japan
INV717322,SC35549,WICKER BASKET,8,2023-12-11,3.0,CUST0313,Japan
INV823809,SC33582,SILK CUSHION,11,2023-12-13,2.25,CUST0313,Japan
INV805483,SC11110,GLASS VASE,18,2023-01-06,1.5,CUST0313,Japan
INV208954,SC99849,METAL KEYCHAIN,4,2023-09-26,0.5,CUST0314,Germany
INV302458,SC14461,COTTON TOTE BAG,10,2023-05-09,1.0,CUST0315,Spain
INV159645,SC87874,RED WOOL SCARF,20,2023-02-17,2.5,CUST0315,Spain
INV769078,SC25963,ENAMEL PIN SET,7,2023-11-03,0.75,CUST0315,Spain
INV998043,SC89257,WICKER BASKET,4,2023-02-14,3.0,CUST0315,Spain
INV900962,SC94922,VINTAGE LAMP,13,2023-12-03,3.75,CUST0315,Spain
INV829445,SC34151,BAMBOO CUTTING BOARD,6,2023-02-26,1.75,CUST0315,Spain
INV575470,SC46226,LEATHER WALLET,3,2023-11-24,5.0,CUST0316,Australia
INV800007,SC52389,PAPER NOTEBOOK,14,2023-12-21,0.85,CUST0316,Australia
INV390756,SC18177,WOODEN PHOTO FRAME,6,2023-02-07,2.0,CUST0316,Australia
INV162976,SC43847,METAL KEYCHAIN,13,2023-06-20,0.5,CUST0316,Australia
INV561976,SC19096,CERAMIC PLANT POT,9,2023-04-02,2.0,CUST0316,Australia
INV776838,SC74494,BAMBOO CUTTING BOARD,13,2023-04-02,1.75,CUST0317,Spain
INV906048,SC66525,BLUE CERAMIC MUG,5,2023-10-04,1.25,CUST0317,Spain
INV211410,SC67878,COTTON TOTE BAG,20,2023-11-26,1.0,CUST0317,Spain
INV136554,SC19557,WICKER BASKET,9,2023-02-22,3.0,CUST0317,Spain
INV621877,SC29510,PAPER NOTEBOOK,15,2023-01-10,0.85,CUST0318,Germany
INV796889,SC61181,ENAMEL PIN SET,1,2023-01-20,0.75,CUST0318,Germany
INV445852,SC61292,WOODEN PHOTO FRAME,5,2023-12-25,2.0,CUST0318,Germany
INV841978,SC74314,BAMBOO CUTTING BOARD,1,2023-09-21,1.75,CUST0318,Germany
INV985049,SC19188,LEATHER WALLET,14,2023-07-26,5.0,CUST0318,Germany
INV957710,SC73185,RED WOOL SCARF,13,2023-12-19,2.5,CUST0319,Italy
INV476353,SC53704,BLUE CERAMIC MUG,19,2023-10-02,1.25,CUST0319,Italy
INV157875,SC92873,ENAMEL PIN SET,10,2023-07-25,0.75,CUST0319,Italy
INV660596,SC54572,ENAMEL PIN SET,3,2023-07-07,0.75,CUST0319,Italy
INV312987,SC33149,PAPER NOTEBOOK,10,2023-11-28,0.85,CUST0320,Germany
INV792829,SC35035,SILK CUSHION,2,2023-07-16,2.25,CUST0320,Germany
INV761249,SC57089,WOODEN PHOTO FRAME,13,2023-02-24,2.0,CUST0320,Germany
INV559259,SC34833,LEATHER WALLET,3,2023-11-20,5.0,CUST0320,Germany
INV126596,SC87718,VINTAGE LAMP,2,2023-04-09,3.75,CUST0320,Germany
INV166052,SC80851,COTTON TOTE BAG,16,2023-07-19,1.0,CUST0320,Germany
INV659876,SC68891,ENAMEL PIN SET,10,2023-09-13,0.75,CUST0320,Germany
INV158777,SC54265,RED WOOL SCARF,2,2023-06-23,2.5,CUST0320,Germany
INV799731,SC78566,BLUE CERAMIC MUG,7,2023-12-01,1.25,CUST0321,United Kingdom
INV877048,SC85936,LEATHER WALLET,18,2023-03-18,5.0,CUST0321,United Kingdom
INV871185,SC28558,COTTON TOTE BAG,3,2023-01-19,1.0,CUST0321,United Kingdom
INV748410,SC16003,LEATHER WALLET,1,2023-08-30,5.0,CUST0321,United Kingdom
INV280616,SC92924,COTTON TOTE BAG,5,2023-01-08,1.0,CUST0321,United Kingdom
INV578344,SC90114,RED WOOL SCARF,10,2023-02-19,2.5,CUST0321,United Kingdom
INV957525,SC23937,VINTAGE LAMP,19,2023-02-02,3.75,CUST0321,United Kingdom
INV166175,SC36560,BAMBOO CUTTING BOARD,20,2023-04-23,1.75,CUST0322,Germany
INV521536,SC52498,METAL KEYCHAIN,11,2023-12-14,0.5,CUST0322,Germany
INV244000,SC52151,BLUE CERAMIC MUG,19,2023-10-07,1.25,CUST0322,Germany
INV721894,SC32734,CERAMIC PLANT POT,7,2023-01-24,2.0,CUST0322,Germany
INV387198,SC28512,GLASS VASE,3,2023-03-03,1.5,CUST0322,Germany
INV830119,SC58487,PAPER NOTEBOOK,14,2023-03-28,0.85,CUST0322,Germany
INV355479,SC86282,SILK CUSHION,6,2023-08-13,2.25,CUST0322,Germany
INV929478,SC92863,RED WOOL SCARF,5,2023-02-21,2.5,CUST0322,Germany
INV610622,SC20580,PAPER NOTEBOOK,6,2023-01-09,0.85,CUST0323,Japan
INV193471,SC95426,RED WOOL SCARF,1,2023-04-02,2.5,CUST0323,Japan
INV827191,SC72391,BAMBOO CUTTING BOARD,10,2023-08-02,1.75,CUST0323,Japan
INV250038,SC93863,WICKER BASKET,5,2023-04-16,3.0,CUST0323,Japan
INV532046,SC41359,WOODEN PHOTO FRAME,17,2023-08-19,2.0,CUST0323,Japan
INV139448,SC88154,VINTAGE LAMP,20,2023-12-21,3.75,CUST0323,Japan
INV192296,SC92207,VINTAGE LAMP,16,2023-11-10,3.75,CUST0323,Japan
INV347085,SC35153,METAL KEYCHAIN,1,2023-10-13,0.5,CUST0324,Australia
INV748985,SC57435,BLUE CERAMIC MUG,17,2023-02-18,1.25,CUST0324,Australia
INV329927,SC70845,CERAMIC PLANT POT,18,2023-09-17,2.0,CUST0324,Australia
INV155646,SC35391,PAPER NOTEBOOK,7,2023-05-22,0.85,CUST0324,Australia
INV984769,SC72182,BLUE CERAMIC MUG,5,2023-12-17,1.25,CUST0324,Australia
INV802695,SC15651,LEATHER WALLET,6,2023-03-23,5.0,CUST0324,Australia
INV363592,SC53816,WOODEN PHOTO FRAME,7,2023-08-11,2.0,CUST0325,United Kingdom
INV209493,SC16875,BAMBOO CUTTING BOARD,15,2023-01-23,1.75,CUST0325,United Kingdom
INV265722,SC13809,KNITTED BLANKET,18,2023-04-01,4.5,CUST0325,United Kingdom
INV174301,SC40841,LEATHER WALLET,17,2023-03-01,5.0,CUST0325,United Kingdom
INV707924,SC52725,WICKER BASKET,15,2023-10-31,3.0,CUST0325,United Kingdom
INV441505,SC40154,METAL KEYCHAIN,7,2023-12-13,0.5,CUST0325,United Kingdom
INV873584,SC64079,COTTON TOTE BAG,4,2023-05-02,1.0,CUST0326,Germany
INV331381,SC19637,CERAMIC PLANT POT,7,2023-07-12,2.0,CUST0326,Germany
INV156978,SC67129,LEATHER WALLET,19,2023-09-06,5.0,CUST0326,Germany
INV577092,SC33338,VINTAGE LAMP,7,2023-11-09,3.75,CUST0326,Germany
INV579975,SC35448,METAL KEYCHAIN,12,2023-03-11,0.5,CUST0326,Germany
INV312033,SC54025,ENAMEL PIN SET,12,2023-05-19,0.75,CUST0326,Germany
INV394234,SC27891,WICKER BASKET,19,2023-01-31,3.0,CUST0327,France
INV897273,SC55033,LEATHER WALLET,14,2023-03-29,5.0,CUST0328,Germany
INV264404,SC93623,COTTON TOTE BAG,10,2023-11-06,1.0,CUST0328,Germany
INV679606,SC40107,BAMBOO CUTTING BOARD,6,2023-10-23,1.75,CUST0328,Germany
INV612977,SC38369,BLUE CERAMIC MUG,14,2023-09-25,1.25,CUST0328,Germany
INV392731,SC11901,BAMBOO CUTTING BOARD,16,2023-08-25,1.75,CUST0328,Germany
INV359870,SC52899,WICKER BASKET,14,2023-05-07,3.0,CUST0328,Germany
INV720517,SC29525,METAL KEYCHAIN,19,2023-04-24,0.5,CUST0328,Germany
INV538065,SC15796,KNITTED BLANKET,19,2023-01-03,4.5,CUST0328,Germany
INV546376,SC79615,WICKER BASKET,17,2023-01-18,3.0,CUST0329,United Kingdom
INV961186,SC22844,METAL KEYCHAIN,16,2023-12-23,0.5,CUST0329,United Kingdom
INV187127,SC83202,LEATHER WALLET,16,2023-05-04,5.0,CUST0329,United Kingdom
INV867333,SC63296,PAPER NOTEBOOK,1,2023-12-21,0.85,CUST0329,United Kingdom
INV410158,SC41334,COTTON TOTE BAG,5,2023-07-03,1.0,CUST0329,United Kingdom
INV603088,SC97691,ENAMEL PIN SET,3,2023-01-09,0.75,CUST0329,United Kingdom
INV581592,SC84760,WOODEN PHOTO FRAME,6,2023-12-27,2.0,CUST0329,United Kingdom
INV576935,SC70786,WICKER BASKET,19,2023-01-13,3.0,CUST0329,United Kingdom
INV586849,SC93021,VINTAGE LAMP,12,2023-11-17,3.75,CUST0330,France
INV824304,SC53634,RED WOOL SCARF,3,2023-07-17,2.5,CUST0330,France
INV546590,SC45361,SILK CUSHION,2,2023-06-01,2.25,CUST0330,France
INV703171,SC37151,WICKER BASKET,20,2023-10-05,3.0,CUST0330,France
INV452001,SC17184,PAPER NOTEBOOK,3,2023-11-14,0.85,CUST0330,France
INV216356,SC60194,SILK CUSHION,12,2023-01-27,2.25,CUST0330,France
INV142859,SC57916,GLASS VASE,15,2023-11-13,1.5,CUST0330,France
INV170260,SC83499,ENAMEL PIN SET,18,2023-12-27,0.75,CUST0331,USA
INV451199,SC41278,WICKER BASKET,7,2023-03-12,3.0,CUST0331,USA
INV601736,SC86037,SILK CUSHION,4,2023-11-29,2.25,CUST0331,USA
INV628027,SC99158,GLASS VASE,12,2023-05-17,1.5,CUST0332,India
INV166447,SC58865,METAL KEYCHAIN,9,2023-01-28,0.5,CUST0332,India
INV625808,SC79033,GLASS VASE,15,2023-09-06,1.5,CUST0332,India
INV844305,SC79717,CERAMIC PLANT POT,4,2023-08-29,2.0,CUST0332,India
INV938759,SC98251,LEATHER WALLET,20,2023-07-08,5.0,CUST0333,Italy
INV580115,SC21443,WICKER BASKET,3,2023-04-07,3.0,CUST0333,Italy
